                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                0.66065,                 0.4911,                0.94214,                0.69834,                0.44181,                0.51049,                0.37088,                 1.0226,                 1.1529,                 1.2136,              0.0005249,              0.0005249,              0.0005249
                    151,                0.66058,                0.49542,                0.94608,                0.72432,                0.43097,                0.50843,                0.37065,                 1.0215,                 1.1544,                 1.2211,               0.000515,               0.000515,               0.000515
                    152,                0.67074,                0.49035,                0.94633,                0.67147,                0.46055,                0.50804,                0.36965,                 1.0198,                 1.1633,                 1.2132,              0.0005051,              0.0005051,              0.0005051
                    153,                0.67792,                0.49423,                 0.9446,                0.66678,                0.44576,                0.50388,                 0.3674,                 1.0316,                 1.1733,                 1.2209,              0.0004952,              0.0004952,              0.0004952
                    154,                0.66153,                0.49019,                 0.9472,                0.70606,                0.43491,                0.50731,                0.36861,                 1.0366,                 1.1579,                 1.2338,              0.0004853,              0.0004853,              0.0004853
                    155,                0.66292,                0.48654,                0.94136,                0.65218,                0.46252,                0.50972,                0.36852,                 1.0386,                 1.1561,                 1.2227,              0.0004754,              0.0004754,              0.0004754
                    156,                0.65278,                0.47824,                0.93973,                 0.6618,                0.46647,                0.51333,                0.37344,                 1.0327,                 1.1552,                 1.2226,              0.0004655,              0.0004655,              0.0004655
                    157,                0.66737,                0.48457,                0.94161,                0.68235,                0.46647,                0.51325,                 0.3751,                 1.0333,                 1.1509,                 1.2189,              0.0004556,              0.0004556,              0.0004556
                    158,                0.64768,                0.47647,                0.94004,                0.67997,                0.46055,                0.51239,                0.37387,                 1.0184,                 1.1374,                 1.2062,              0.0004457,              0.0004457,              0.0004457
                    159,                0.65972,                0.48418,                 0.9428,                0.69879,                0.45266,                0.51136,                0.37342,                 1.0299,                 1.1274,                 1.2193,              0.0004358,              0.0004358,              0.0004358
                    160,                0.64291,                 0.4662,                0.93788,                0.67611,                0.46154,                0.51537,                0.37552,                 1.0247,                 1.1457,                 1.2114,              0.0004259,              0.0004259,              0.0004259
                    161,                0.65526,                0.47432,                0.93566,                0.67601,                0.46298,                0.51717,                0.37633,                 1.0257,                 1.1479,                 1.2105,               0.000416,               0.000416,               0.000416
                    162,                0.64732,                0.46784,                0.93825,                 0.6677,                0.47535,                 0.5183,                 0.3772,                 1.0261,                  1.137,                 1.2154,              0.0004061,              0.0004061,              0.0004061
                    163,                0.64659,                0.46518,                0.93585,                0.65245,                0.47535,                0.51537,                0.37396,                 1.0354,                 1.1478,                 1.2231,              0.0003962,              0.0003962,              0.0003962
                    164,                0.64511,                0.46022,                0.93121,                0.66913,                0.47067,                0.51407,                0.37168,                 1.0312,                 1.1544,                 1.2172,              0.0003863,              0.0003863,              0.0003863
                    165,                0.65194,                 0.4581,                0.94049,                0.68831,                 0.4704,                0.51384,                0.37244,                 1.0263,                 1.1548,                 1.2163,              0.0003764,              0.0003764,              0.0003764
                    166,                 0.6441,                0.45874,                0.93268,                0.69536,                0.46821,                0.51663,                0.37558,                 1.0179,                 1.1335,                 1.2127,              0.0003665,              0.0003665,              0.0003665
                    167,                0.62878,                0.45034,                0.92645,                 0.6784,                0.47929,                0.51937,                0.37582,                 1.0165,                 1.1403,                 1.2096,              0.0003566,              0.0003566,              0.0003566
                    168,                0.63782,                0.45139,                0.92553,                0.71214,                0.45858,                0.51739,                0.37363,                 1.0206,                 1.1481,                 1.2087,              0.0003467,              0.0003467,              0.0003467
                    169,                0.63484,                0.44885,                0.93365,                0.68167,                0.47239,                0.51719,                0.37511,                 1.0088,                 1.1223,                 1.2069,              0.0003368,              0.0003368,              0.0003368
                    170,                0.64017,                0.45485,                0.92588,                0.69785,                0.46465,                 0.5192,                0.37678,                 1.0045,                 1.1182,                 1.2035,              0.0003269,              0.0003269,              0.0003269
                    171,                0.64799,                0.45982,                0.93353,                0.68656,                0.46876,                0.51875,                0.37638,                 1.0131,                 1.1285,                 1.2062,               0.000317,               0.000317,               0.000317
                    172,                0.64128,                0.44847,                0.92855,                0.70241,                0.45168,                0.51553,                0.37265,                 1.0149,                 1.1323,                 1.2054,              0.0003071,              0.0003071,              0.0003071
                    173,                0.62711,                0.44065,                0.92192,                0.67776,                0.46943,                0.51676,                0.37465,                 1.0145,                 1.1339,                 1.2064,              0.0002972,              0.0002972,              0.0002972
                    174,                0.61959,                0.43876,                0.92339,                0.68209,                0.46647,                 0.5167,                0.37571,                 1.0105,                 1.1442,                 1.2043,              0.0002873,              0.0002873,              0.0002873
                    175,                0.63673,                 0.4408,                0.92783,                0.71318,                 0.4497,                0.51724,                0.37637,                  1.008,                 1.1459,                 1.2014,              0.0002774,              0.0002774,              0.0002774
                    176,                0.61965,                0.43885,                0.91975,                0.69074,                0.45957,                0.51782,                0.37759,                 1.0028,                 1.1396,                 1.1959,              0.0002675,              0.0002675,              0.0002675
                    177,                0.62826,                0.44362,                0.92753,                0.70479,                0.45069,                0.51606,                0.37563,                 1.0089,                 1.1543,                 1.2005,              0.0002576,              0.0002576,              0.0002576
                    178,                0.61799,                0.43211,                0.92093,                0.69361,                0.45098,                0.51448,                0.37246,                 1.0142,                 1.1532,                 1.2041,              0.0002477,              0.0002477,              0.0002477
                    179,                0.62242,                0.43204,                0.92252,                0.68145,                0.46351,                0.51406,                0.37179,                 1.0161,                 1.1427,                 1.2118,              0.0002378,              0.0002378,              0.0002378
                    180,                0.62642,                0.42975,                0.92801,                0.73004,                0.44773,                0.51527,                0.37285,                 1.0162,                 1.1535,                 1.2107,              0.0002279,              0.0002279,              0.0002279
                    181,                0.61992,                0.43433,                0.92571,                0.67554,                 0.4645,                0.51262,                0.37189,                  1.022,                 1.1528,                 1.2148,               0.000218,               0.000218,               0.000218
                    182,                0.60799,                0.42612,                0.92139,                0.69708,                0.45616,                0.51327,                0.37389,                 1.0253,                 1.1561,                 1.2201,              0.0002081,              0.0002081,              0.0002081
                    183,                0.60528,                0.42339,                0.91566,                0.73128,                0.43984,                0.51304,                0.37321,                 1.0222,                 1.1481,                 1.2191,              0.0001982,              0.0001982,              0.0001982
                    184,                0.61822,                0.42726,                0.92416,                0.73866,                0.44041,                0.51106,                0.37329,                 1.0244,                 1.1483,                 1.2206,              0.0001883,              0.0001883,              0.0001883
                    185,                0.60984,                0.42322,                0.91925,                0.71003,                0.44872,                0.51513,                0.37294,                 1.0239,                 1.1417,                 1.2217,              0.0001784,              0.0001784,              0.0001784
                    186,                0.59827,                0.41046,                0.91891,                0.66312,                0.46589,                0.51374,                0.37129,                 1.0302,                 1.1452,                 1.2292,              0.0001685,              0.0001685,              0.0001685
                    187,                0.60675,                0.41698,                0.91846,                0.67322,                0.46322,                  0.511,                0.37154,                 1.0274,                  1.148,                 1.2262,              0.0001586,              0.0001586,              0.0001586
                    188,                 0.5947,                0.41867,                 0.9157,                0.68629,                0.46385,                0.51027,                0.37181,                 1.0264,                 1.1553,                 1.2256,              0.0001487,              0.0001487,              0.0001487
                    189,                0.59887,                0.41411,                0.91213,                0.67455,                0.46548,                0.50948,                0.37276,                 1.0215,                 1.1571,                 1.2212,              0.0001388,              0.0001388,              0.0001388
                    190,                0.59682,                0.40924,                 0.9115,                 0.6863,                0.46818,                0.51107,                0.37298,                 1.0196,                 1.1577,                 1.2171,              0.0001289,              0.0001289,              0.0001289
                    191,                0.59912,                0.39691,                0.88877,                0.71619,                0.45044,                 0.5093,                0.37064,                 1.0166,                 1.1639,                 1.2176,               0.000119,               0.000119,               0.000119
                    192,                0.58265,                0.37671,                0.88203,                0.71512,                0.44872,                0.50893,                0.36955,                 1.0144,                 1.1577,                 1.2165,              0.0001091,              0.0001091,              0.0001091
                    193,                0.58388,                0.37875,                0.88439,                 0.7207,                0.44533,                0.51006,                0.37148,                 1.0142,                 1.1557,                 1.2195,               9.92e-05,               9.92e-05,               9.92e-05
                    194,                0.57625,                0.37463,                 0.8824,                0.70443,                0.44773,                0.50808,                0.37083,                 1.0188,                 1.1499,                 1.2239,               8.93e-05,               8.93e-05,               8.93e-05
                    195,                0.57361,                0.36691,                0.88034,                0.69571,                0.45069,                0.50868,                  0.371,                 1.0207,                 1.1477,                 1.2261,               7.94e-05,               7.94e-05,               7.94e-05
                    196,                0.57261,                0.36481,                0.87868,                0.68915,                0.45661,                0.50952,                0.37158,                 1.0216,                 1.1483,                 1.2291,               6.95e-05,               6.95e-05,               6.95e-05
                    197,                 0.5704,                0.36613,                0.87962,                0.67226,                 0.4645,                0.50867,                  0.371,                 1.0231,                 1.1469,                 1.2298,               5.96e-05,               5.96e-05,               5.96e-05
                    198,                0.57107,                0.36656,                0.88286,                0.66942,                 0.4693,                0.50794,                 0.3701,                 1.0231,                 1.1458,                 1.2303,               4.97e-05,               4.97e-05,               4.97e-05
                    199,                0.57486,                0.37119,                0.88387,                0.67376,                0.46437,                0.50861,                 0.3689,                 1.0266,                 1.1489,                 1.2314,               3.98e-05,               3.98e-05,               3.98e-05
                    200,                0.56184,                0.35725,                0.87671,                0.66603,                0.46055,                0.50661,                0.36846,                 1.0268,                 1.1531,                 1.2316,               2.99e-05,               2.99e-05,               2.99e-05
